Rank,Platform,Year,Genre,Publisher,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Bin_Global_Sales
10827,PSP,2010,Adventure,Tecmo Koei,Kiniro no Corda 3,0.0,0.0,0.09,0.0,0.09,0.0
10828,GC,2005,Adventure,Activision,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,0.07,0.02,0.0,0.0,0.09,0.0
10829,3DS,2016,Action,Namco Bandai Games,Taiko no Tatsujin: Don Don! Mystery Adventure,0.0,0.0,0.09,0.0,0.09,0.0
10830,PS2,2003,Sports,Tecmo Koei,Winning Post 6,0.0,0.0,0.09,0.0,0.09,0.0
10832,Wii,2011,Misc,MTV Games,Rock Band Country Track Pack 2,0.09,0.0,0.0,0.01,0.09,0.0
10833,X360,2009,Shooter,Phantom EFX,Darkest of Days,0.09,0.0,0.0,0.01,0.09,0.0
10834,XB,2002,Misc,Microsoft Game Studios,Whacked!,0.07,0.02,0.0,0.0,0.09,0.0
10835,PC,2010,Action,Take-Two Interactive,Ghostbusters: The Video Game (DS Version),0.0,0.08,0.0,0.02,0.09,0.0
10836,PS2,2006,Action,THQ,Barnyard,0.05,0.04,0.0,0.01,0.09,0.0
10837,Wii,2009,Sports,Activision,Big League Sports: Summer,0.09,0.0,0.0,0.01,0.09,0.0
10838,PC,2011,Puzzle,Focus Home Interactive,Angry Birds: Rio,0.0,0.07,0.0,0.02,0.09,0.0
10839,PS3,2011,Misc,Ubisoft,Dance on Broadway,0.05,0.03,0.0,0.01,0.09,0.0
10840,PC,2014,Role-Playing,Deep Silver,Risen 3: Titan Lords,0.0,0.08,0.0,0.01,0.09,0.0
10841,PC,2011,Strategy,Kalypso Media,Dungeons,0.07,0.02,0.0,0.01,0.09,0.0
10842,GC,2005,Platform,Namco Bandai Games,Pac-Man World 3,0.07,0.02,0.0,0.0,0.09,0.0
10843,PS3,2010,Misc,Sony Computer Entertainment,SingStar Apres-Ski Party 2,0.0,0.07,0.0,0.02,0.09,0.0
10844,X360,2009,Shooter,Evolved Games,Raven Squad: Operation Hidden Dagger,0.08,0.01,0.0,0.01,0.09,0.0
10845,GC,2002,Fighting,Rage Software,Rocky,0.07,0.02,0.0,0.0,0.09,0.0
10846,PS4,2016,Action,Namco Bandai Games,Gundam Breaker 3,0.0,0.0,0.09,0.0,0.09,0.0
10847,XB,2004,Racing,Eidos Interactive,Crash 'N' Burn,0.07,0.02,0.0,0.0,0.09,0.0
10848,PC,2006,Strategy,Sega,Medieval II: Total War,0.0,0.08,0.0,0.02,0.09,0.0
10849,XB,2002,Sports,Midway Games,NFL Blitz 20-02,0.07,0.02,0.0,0.0,0.09,0.0
10850,DS,2009,Action,Hudson Soft,Metal Fight Beyblade,0.0,0.0,0.09,0.0,0.09,0.0
10851,XB,2005,Action,Vivendi Games,Robots,0.07,0.02,0.0,0.0,0.09,0.0
10852,PS2,2003,Racing,Acclaim Entertainment,Speed Kings,0.05,0.04,0.0,0.01,0.09,0.0
10853,Wii,2011,Misc,Electronic Arts,Monopoly Collection,0.02,0.07,0.0,0.01,0.09,0.0
10854,PS4,2016,Fighting,Deep Silver,The King of Fighters XIV,0.04,0.01,0.03,0.01,0.09,0.0
10855,SAT,1998,Strategy,NCS,Langrisser V: The End of Legend,0.0,0.0,0.09,0.0,0.09,0.0
10856,DS,2008,Sports,Electronic Arts,FIFA Street 3,0.07,0.02,0.0,0.01,0.09,0.0
10857,PSP,2012,Adventure,Kadokawa Shoten,PhotoKano,0.0,0.0,0.09,0.0,0.09,0.0
10858,3DS,2012,Action,Namco Bandai Games,Ouchi Mainichi Tamagotchi,0.0,0.0,0.09,0.0,0.09,0.0
10859,DS,2009,Action,Namco Bandai Games,Fresh PreCure! Asobi Collection,0.0,0.0,0.09,0.0,0.09,0.0
10860,PS,1998,Strategy,Electronic Arts,Populous: The Beginning,0.05,0.04,0.0,0.01,0.09,0.0
10861,Wii,2008,Action,Rising Star Games,Rygar: The Battle of Argus,0.09,0.0,0.0,0.01,0.09,0.0
10862,PS,2001,Strategy,Success,Chess,0.05,0.04,0.0,0.01,0.09,0.0
10863,PS,1997,Action,Sony Computer Entertainment,Rosco McQueen: Firefighter Extreme,0.05,0.04,0.0,0.01,0.09,0.0
10864,SNES,1995,Role-Playing,Nintendo,Terranigma,0.0,0.0,0.09,0.0,0.09,0.0
10865,3DS,2013,Platform,Namco Bandai Games,PAC-MAN and the Ghostly Adventures,0.05,0.04,0.0,0.01,0.09,0.0
10866,WiiU,2014,Action,Activision,The Voice,0.08,0.0,0.0,0.01,0.09,0.0
10867,PS2,2001,Role-Playing,From Software,Forever Kingdom,0.02,0.02,0.04,0.01,0.09,0.0
10868,PSP,2006,Sports,Midway Games,Blitz: Overtime,0.09,0.0,0.0,0.01,0.09,0.0
10869,PSP,2010,Sports,Activision,Cabela's North American Adventures,0.08,0.0,0.0,0.01,0.09,0.0
10870,GBA,2002,Action,THQ,Altered Beast: Guardian of the Realms,0.07,0.02,0.0,0.0,0.09,0.0
10871,X360,2010,Sports,505 Games,Field & Stream: Total Outdoorsman Challenge,0.09,0.0,0.0,0.01,0.09,0.0
10872,DS,2008,Strategy,Zoo Digital Publishing,Wordmaster,0.09,0.0,0.0,0.01,0.09,0.0
10873,PS2,2004,Role-Playing,Sega,Shining Tears,0.05,0.04,0.0,0.01,0.09,0.0
10874,XB,2002,Racing,THQ,MotoGP,0.07,0.02,0.0,0.0,0.09,0.0
10875,PS2,2004,Platform,Take-Two Interactive,Scaler,0.05,0.04,0.0,0.01,0.09,0.0
10876,PS2,2004,Shooter,Konami Digital Entertainment,Gradius V,0.05,0.04,0.0,0.01,0.09,0.0
10877,PS,1995,Strategy,Microprose,X-COM: UFO Defense,0.05,0.04,0.0,0.01,0.09,0.0
10878,X360,2008,Shooter,Valcon Games,Raiden Fighters Aces,0.06,0.03,0.0,0.01,0.09,0.0
10879,DS,2006,Adventure,THQ,Scooby-Doo! Who's Watching Who?,0.08,0.01,0.0,0.01,0.09,0.0
10880,SAT,1998,Sports,Sega,World Cup '98 France: Road to Win,0.0,0.0,0.09,0.0,0.09,0.0
10881,XB,2003,Sports,Midway Games,MLB SlugFest 20-04,0.07,0.02,0.0,0.0,0.09,0.0
10882,GBA,2005,Action,Vivendi Games,Barbie and the Magic of Pegasus,0.07,0.02,0.0,0.0,0.09,0.0
10883,DS,2005,Role-Playing,Namco Bandai Games,SD Gundam G Generation DS,0.0,0.0,0.09,0.0,0.09,0.0
10884,X360,2015,Action,Little Orbit,Adventure Time: Finn & Jake Investigations,0.02,0.06,0.0,0.01,0.09,0.0
10885,PSP,2005,Fighting,Sony Computer Entertainment,Bleach: Heat the Soul,0.0,0.0,0.09,0.0,0.09,0.0
10886,Wii,2009,Sports,Hudson Entertainment,Fishing Master World Tour,0.09,0.0,0.0,0.01,0.09,0.0
10887,PS2,2005,Platform,Majesco Entertainment,Psychonauts,0.05,0.04,0.0,0.01,0.09,0.0
10888,PSP,2008,Adventure,Capcom,Harvey Birdman: Attorney at Law,0.08,0.0,0.0,0.01,0.09,0.0
10889,PS,2001,Sports,Namco Bandai Games,World Stadium 5,0.0,0.0,0.09,0.01,0.09,0.0
10890,PSP,2005,Role-Playing,Namco Bandai Games,The Legend of Heroes: A Tear of Vermillion,0.08,0.0,0.0,0.01,0.09,0.0
10891,PSV,2016,Action,Namco Bandai Games,Digimon World: Next Order,0.0,0.0,0.09,0.0,0.09,0.0
10892,WiiU,2013,Action,Activision,The Amazing Spider-Man (Console Version),0.05,0.03,0.0,0.01,0.09,0.0
10893,PS4,2015,Action,Ubisoft,The Crew: Wild Run,0.0,0.08,0.0,0.01,0.09,0.0
10894,PS2,2000,Sports,Konami Digital Entertainment,ESPN NBA 2Night,0.05,0.04,0.0,0.01,0.09,0.0
10895,PSP,2012,Adventure,Broccoli,Uta no Prince-Sama: Debut,0.0,0.0,0.09,0.0,0.09,0.0
10896,DS,2010,Platform,Warner Bros. Interactive Entertainment,Galactic Taz Ball,0.09,0.0,0.0,0.01,0.09,0.0
10897,GC,2002,Racing,Electronic Arts,Freekstyle,0.07,0.02,0.0,0.0,0.09,0.0
10898,XB,2005,Racing,Take-Two Interactive,Ford Mustang: The Legend Lives,0.07,0.02,0.0,0.0,0.09,0.0
10899,SAT,1995,Misc,Sega,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,0.0,0.0,0.09,0.0,0.09,0.0
10900,PS2,2004,Fighting,Atari,Digimon Rumble Arena 2,0.05,0.04,0.0,0.01,0.09,0.0
10901,DS,2005,Platform,THQ,Scooby-Doo! Unmasked,0.07,0.02,0.0,0.01,0.09,0.0
10902,PS2,2009,Misc,Take-Two Interactive,Dora the Explorer: Dora Saves the Crystal Kingdom,0.05,0.04,0.0,0.01,0.09,0.0
10903,3DS,2014,Role-Playing,Atlus,Etrian Odyssey 2 Untold: Knight of Fafnir,0.07,0.02,0.0,0.01,0.09,0.0
10904,PSP,2010,Platform,Nippon Ichi Software,"Prinny 2: Dawn of Operation Panties, Dood!",0.05,0.0,0.03,0.01,0.09,0.0
10905,Wii,2009,Sports,Destineer,Alien Monster Bowling League,0.09,0.0,0.0,0.01,0.09,0.0
10906,PS4,2015,Action,Capcom,Devil May Cry 4,0.01,0.0,0.08,0.0,0.09,0.0
10907,PS,1995,Simulation,Electronic Arts,Shockwave Assault,0.05,0.04,0.0,0.01,0.09,0.0
10908,PSP,2008,Puzzle,Sony Computer Entertainment,echochrome,0.0,0.01,0.08,0.0,0.09,0.0
10909,PS2,2003,Sports,Atari,Ribbit King,0.05,0.04,0.0,0.01,0.09,0.0
10910,Wii,2011,Action,Activision,Generator Rex: Agent of Providence,0.07,0.01,0.0,0.01,0.09,0.0
10911,Wii,2008,Sports,505 Games,Championship Foosball,0.09,0.0,0.0,0.01,0.09,0.0
10912,XB,2005,Misc,Crave Entertainment,World Championship Poker 2: Featuring Howard Lederer,0.07,0.02,0.0,0.0,0.09,0.0
10913,GC,2004,Shooter,O3 Entertainment,Alien Hominid,0.07,0.02,0.0,0.0,0.09,0.0
10914,PSV,2016,Action,Warner Bros. Interactive Entertainment,Lego Star Wars: The Force Awakens,0.02,0.05,0.0,0.02,0.09,0.0
10915,SAT,1998,Sports,Sega,Pro Yakyuu Greatest Nine 98,0.0,0.0,0.09,0.0,0.09,0.0
10916,DS,2005,Puzzle,Zoo Digital Publishing,Snood 2: On Vacation,0.09,0.0,0.0,0.01,0.09,0.0
10917,XB,2005,Action,Microsoft Game Studios,Ninja Gaiden Black,0.07,0.02,0.0,0.0,0.09,0.0
10918,DS,2009,Action,Mindscape,Playmobil Pirates,0.08,0.0,0.0,0.01,0.09,0.0
10919,PSV,2014,Action,Namco Bandai Games,Girls und Panzer: I Will Master Tankery,0.0,0.0,0.09,0.0,0.09,0.0
10920,PS,1996,Simulation,Sony Computer Entertainment,Bogey: Dead 6,0.05,0.04,0.0,0.01,0.09,0.0
10921,PSP,2010,Adventure,Idea Factory,Hakuouki: Zuisouroku Portable,0.0,0.0,0.09,0.0,0.09,0.0
10922,DS,2004,Puzzle,Ignition Entertainment,Puyo Pop Fever (JP sales),0.0,0.0,0.09,0.0,0.09,0.0
10923,DS,2011,Fighting,Namco Bandai Games,Dragon Ball Kai: Ultimate Butouden,0.0,0.0,0.09,0.0,0.09,0.0
10924,PS2,2007,Strategy,Konami Digital Entertainment,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),0.05,0.04,0.0,0.01,0.09,0.0
10925,3DS,2012,Puzzle,Nintendo,Brain Age: Concentration Training,0.09,0.0,0.0,0.01,0.09,0.0
10926,DS,2009,Puzzle,Electronic Arts,Henry Hatsworth in the Puzzling Adventure,0.08,0.01,0.0,0.01,0.09,0.0
10927,PS,2001,Role-Playing,Atlus,Shin Megami Tensei,0.0,0.0,0.09,0.01,0.09,0.0
10928,XB,2004,Misc,Atari,Trivial Pursuit unhinged,0.07,0.02,0.0,0.0,0.09,0.0
10929,Wii,2010,Misc,Mindscape,U-Sing  2,0.0,0.08,0.0,0.01,0.09,0.0
10930,X360,2010,Sports,Atari,Backyard Sports: Sandlot Sluggers,0.09,0.0,0.0,0.01,0.09,0.0
10931,GBA,2002,Platform,Atari,The Revenge of Shinobi,0.07,0.02,0.0,0.0,0.09,0.0
10932,PS2,2003,Fighting,Konami Digital Entertainment,Bloody Roar 4,0.05,0.04,0.0,0.01,0.09,0.0
10933,Wii,2009,Action,Mindscape,Playmobil Circus,0.06,0.02,0.0,0.01,0.09,0.0
10934,PS2,2006,Sports,THQ,Let's Ride! Silver Buckle Stables,0.05,0.04,0.0,0.01,0.09,0.0
10935,PC,2007,Strategy,LucasArts,Star Wars: Empire at War - Gold Pack,0.01,0.06,0.0,0.01,0.09,0.0
10936,PSP,2009,Adventure,Idea Factory,Hakuoki: Demon of the Fleeting Blossom,0.08,0.0,0.0,0.01,0.09,0.0
10937,GBA,2002,Sports,Activision Value,Cabela's Big Game Hunter,0.07,0.02,0.0,0.0,0.09,0.0
10938,X360,2006,Racing,Ubisoft,Import Tuner Challenge (American sales),0.07,0.01,0.0,0.01,0.09,0.0
10939,GC,2003,Platform,Namco Bandai Games,I-Ninja,0.07,0.02,0.0,0.0,0.09,0.0
10940,PS3,2010,Misc,THQ,Truth or Lies,0.06,0.02,0.0,0.01,0.09,0.0
10941,PS3,2011,Sports,Koch Media,WSC Real 11: World Snooker Championship,0.0,0.07,0.0,0.02,0.09,0.0
10942,PS2,2010,Sports,Konami Digital Entertainment,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,0.0,0.0,0.09,0.0,0.09,0.0
10943,DS,2006,Misc,Vivendi Games,Crash Boom Bang!,0.07,0.01,0.0,0.01,0.09,0.0
10944,PS,2000,Platform,Ubisoft,Dragon Tales: Dragon Seek,0.05,0.03,0.0,0.01,0.09,0.0
10945,PS3,2007,Sports,Electronic Arts,NCAA March Madness 08,0.08,0.0,0.0,0.01,0.09,0.0
10946,DS,2008,Strategy,Ubisoft,Tom Clancy's EndWar,0.08,0.01,0.0,0.01,0.09,0.0
10947,XB,2004,Sports,responDESIGN,Yourself Fitness,0.07,0.02,0.0,0.0,0.09,0.0
10948,DS,2005,Platform,THQ,Tak: The Great Juju Challenge,0.09,0.0,0.0,0.01,0.09,0.0
10949,PC,2015,Sports,Take-Two Interactive,NBA 2K16,0.02,0.06,0.0,0.01,0.09,0.0
10950,PSP,2006,Action,Electronic Arts,Def Jam Fight For NY: The Takeover,0.08,0.0,0.0,0.01,0.09,0.0
10951,PS3,2007,Sports,Take-Two Interactive,NHL 2K8,0.08,0.01,0.0,0.01,0.09,0.0
10952,PC,2005,Strategy,Electronic Arts,Black & White 2,0.01,0.07,0.0,0.01,0.09,0.0
10953,PSP,2005,Racing,Ubisoft,GripShift,0.08,0.0,0.0,0.01,0.09,0.0
10954,DS,2007,Misc,Atari,Jenga World Tour,0.09,0.0,0.0,0.01,0.09,0.0
10955,PSP,2006,Role-Playing,505 Games,Riviera: The Promised Land,0.07,0.0,0.02,0.01,0.09,0.0
10956,PS4,2016,Simulation,Namco Bandai Games,The Idolmaster: Platinum Stars,0.0,0.0,0.09,0.0,0.09,0.0
10957,Wii,2010,Sports,Black Bean Games,Get Fit with Mel B,0.03,0.05,0.0,0.01,0.09,0.0
10958,PS3,2009,Action,THQ,Destroy All Humans! Path of the Furon,0.0,0.08,0.0,0.01,0.09,0.0
10959,PS3,2012,Shooter,Capcom,Resident Evil Chronicles HD,0.0,0.0,0.09,0.0,0.09,0.0
10960,DS,2009,Misc,Majesco Entertainment,Wonder World Amusement Park,0.08,0.0,0.0,0.01,0.09,0.0
10961,PS,1996,Strategy,Time Warner Interactive,Return Fire,0.05,0.03,0.0,0.01,0.09,0.0
10962,DS,2008,Strategy,THQ,Lock's Quest,0.08,0.0,0.0,0.01,0.09,0.0
10963,X360,2015,Action,Activision,Transformers: Devastation,0.06,0.02,0.0,0.01,0.09,0.0
10964,PS2,2003,Role-Playing,Sony Computer Entertainment,Wild ARMs: Alter Code F,0.05,0.04,0.0,0.01,0.09,0.0
10965,GBA,2002,Puzzle,Vivendi Games,Bomberman Max 2: Blue Advance,0.07,0.02,0.0,0.0,0.09,0.0
10966,DS,2010,Misc,Take-Two Interactive,Dora's Big Birthday Adventure,0.08,0.01,0.0,0.01,0.09,0.0
10967,PSP,2007,Misc,Atari,Atari Classics Evolved,0.08,0.0,0.0,0.01,0.09,0.0
10968,DS,2011,Adventure,GameMill Entertainment,Pillow Pets,0.09,0.0,0.0,0.01,0.09,0.0
10969,PS3,2009,Misc,Sony Computer Entertainment,SingStar: Made In Germany,0.0,0.07,0.0,0.02,0.09,0.0
10970,Wii,2007,Racing,Data Design Interactive,Kawasaki Quad Bikes,0.07,0.01,0.0,0.01,0.09,0.0
10971,XB,2005,Action,Activision,Shrek SuperSlam,0.07,0.02,0.0,0.0,0.09,0.0
10972,PS,1995,Shooter,Sony Computer Entertainment,Rapid Reload,0.0,0.0,0.09,0.01,0.09,0.0
10973,XB,2002,Action,THQ,New Legends,0.07,0.02,0.0,0.0,0.09,0.0
10974,PS2,2005,Shooter,Eidos Interactive,Total Overdose: A Gunslinger's Tale in Mexico,0.04,0.04,0.0,0.01,0.09,0.0
10975,PSP,2009,Action,D3Publisher,The Secret Saturdays: Beasts of the 5th Sun,0.08,0.0,0.0,0.01,0.09,0.0
10976,PS2,2002,Action,Electronic Arts,Island Xtreme Stunts,0.04,0.03,0.0,0.01,0.09,0.0
10977,DS,2009,Role-Playing,Aspyr,Fighting Fantasy: The Warlock of Firetop Mountain,0.09,0.0,0.0,0.01,0.09,0.0
10978,PS2,2003,Sports,DreamCatcher Interactive,Agassi Tennis Generation,0.04,0.03,0.0,0.01,0.09,0.0
10979,PS3,2013,Action,Namco Bandai Games,Young Justice: Legacy,0.06,0.02,0.0,0.01,0.09,0.0
10980,PS,2001,Shooter,Virgin Interactive,Metal Slug X,0.05,0.03,0.0,0.01,0.09,0.0
10982,PSP,2008,Shooter,Square Enix,Space Invaders Extreme,0.06,0.01,0.01,0.01,0.09,0.0
10983,3DS,2011,Racing,Ubisoft,Driver: Renegade,0.05,0.04,0.0,0.01,0.09,0.0
10984,PS,1997,Racing,989 Studios,Running Wild,0.05,0.03,0.0,0.01,0.09,0.0
10985,PS2,2005,Strategy,Tecmo Koei,Romance of the Three Kingdoms X,0.04,0.03,0.0,0.01,0.09,0.0
10986,PS,1998,Strategy,Atlus,Brigandine: The Legend of Forsena,0.05,0.03,0.0,0.01,0.09,0.0
10987,PC,2011,Action,Konami Digital Entertainment,Pro Evolution Soccer 2012,0.0,0.07,0.0,0.02,0.09,0.0
10988,GC,2002,Racing,THQ,MX SuperFly featuring Ricky Carmichael,0.07,0.02,0.0,0.0,0.09,0.0
10989,XB,2003,Platform,Take-Two Interactive,Disney's The Haunted Mansion,0.07,0.02,0.0,0.0,0.09,0.0
10990,SAT,1998,Adventure,ChunSoft,Sound Novel Machi,0.0,0.0,0.09,0.0,0.09,0.0
10991,PS2,2000,Sports,Electronic Arts,FIFA 2001: Major League Soccer,0.0,0.0,0.09,0.0,0.09,0.0
10992,DS,2010,Simulation,Destineer,I Love Puppies,0.09,0.0,0.0,0.01,0.09,0.0
10993,PS2,2007,Sports,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,0.0,0.0,0.09,0.0,0.09,0.0
10994,3DS,2015,Action,Nintendo,Pokemon Rumble World,0.0,0.01,0.08,0.0,0.09,0.0
10995,X360,2011,Simulation,Deep Silver,JASF: Jane's Advanced Strike Fighters,0.06,0.02,0.0,0.01,0.09,0.0
10996,PSP,2009,Misc,Take-Two Interactive,Beaterator,0.06,0.02,0.0,0.02,0.09,0.0
10997,DC,2000,Role-Playing,Sega,Skies of Arcadia,0.0,0.0,0.09,0.0,0.09,0.0
10998,GC,2002,Racing,Infogrames,NASCAR: Dirt to Daytona,0.07,0.02,0.0,0.0,0.09,0.0
11000,DS,2010,Puzzle,O-Games,Challenge Me: Brain Puzzles 2,0.05,0.04,0.0,0.01,0.09,0.0
11001,DS,2011,Simulation,Majesco Entertainment,Cake Mania: Main Street,0.09,0.0,0.0,0.01,0.09,0.0
11002,PS2,2002,Racing,Play It,Road Trip,0.04,0.03,0.0,0.01,0.09,0.0
11003,DS,2009,Role-Playing,Square Enix,Blood of Bahamut,0.0,0.0,0.09,0.0,0.09,0.0
11004,PS3,2009,Shooter,Codemasters,Damnation,0.07,0.01,0.0,0.01,0.09,0.0
11005,DS,2011,Action,GameMill Entertainment,DaGeDar,0.09,0.0,0.0,0.01,0.09,0.0
11006,DS,2010,Misc,Konami Digital Entertainment,Quiz Magic Academy DS: Futatsu no Jikuu Koku,0.0,0.0,0.09,0.0,0.09,0.0
11007,PS2,2001,Role-Playing,Gust,Lilie no Atelier: Salburg no Renkinjutsushi 3,0.0,0.0,0.09,0.0,0.09,0.0
11008,PSV,2012,Fighting,505 Games,Supremacy MMA,0.02,0.05,0.0,0.02,0.09,0.0
11009,GBA,2002,Shooter,Titus,Top Gun: Firestorm Advance,0.07,0.02,0.0,0.0,0.09,0.0
11010,DS,2006,Role-Playing,Eidos Interactive,Justice League Heroes,0.08,0.0,0.0,0.01,0.09,0.0
11011,PS2,2001,Action,Eidos Interactive,Project Eden,0.04,0.03,0.0,0.01,0.09,0.0
11012,3DS,2016,Action,Nintendo,Disney Art Academy,0.01,0.01,0.07,0.0,0.09,0.0
11013,DS,2008,Puzzle,Empire Interactive,Pipe Mania,0.08,0.01,0.0,0.01,0.09,0.0
11014,Wii,2010,Shooter,Electronic Arts,NERF N-Strike: Double Blast Bundle,0.09,0.0,0.0,0.0,0.09,0.0
11015,Wii,2008,Platform,Brash Entertainment,Space Chimps,0.08,0.0,0.0,0.01,0.09,0.0
11016,DS,2005,Misc,Sega,Sega Casino,0.08,0.0,0.0,0.01,0.09,0.0
11017,PS3,2011,Racing,D3Publisher,Ben 10 Galactic Racing,0.06,0.02,0.0,0.01,0.09,0.0
11018,PS2,2003,Action,Sony Computer Entertainment,Ghosthunter,0.04,0.03,0.0,0.01,0.09,0.0
11019,DS,2011,Puzzle,GSP,Junior Mystery Quest,0.07,0.01,0.0,0.01,0.09,0.0
11020,PSP,2009,Action,Playlogic Game Factory,Obscure: The Aftermath,0.05,0.03,0.0,0.02,0.09,0.0
11021,Wii,2009,Misc,Zushi Games,Family GameShow,0.08,0.0,0.0,0.01,0.09,0.0
11022,Wii,2010,Misc,O-Games,Great Party Games,0.0,0.08,0.0,0.01,0.09,0.0
11023,PS2,2000,Action,Namco Bandai Games,Seven: Molmorth no Kiheitai,0.0,0.0,0.09,0.0,0.09,0.0
11024,DS,2008,Platform,Sega,Doraemon: Nobita to Midori no Kyojinden DS,0.0,0.0,0.09,0.0,0.09,0.0
11025,X360,2011,Racing,Konami Digital Entertainment,Jimmie Johnson's Anything With an Engine,0.08,0.0,0.0,0.01,0.09,0.0
11026,PS,1998,Puzzle,Culture Publishers,Hello Kitty's Cube Frenzy,0.05,0.03,0.0,0.01,0.09,0.0
11027,DS,2010,Misc,THQ,Are You Smarter Than a 5th Grader? Back to School,0.08,0.0,0.0,0.01,0.09,0.0
11028,DS,2008,Role-Playing,Nobilis,Spectral Force Genesis,0.08,0.0,0.01,0.01,0.09,0.0
11029,PS2,2002,Sports,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,0.0,0.0,0.09,0.0,0.09,0.0
11030,Wii,2008,Adventure,The Adventure Company,Agatha Christie: Evil Under the Sun,0.07,0.02,0.0,0.01,0.09,0.0
11031,DS,2008,Sports,Ghostlight,World Championship Games: A Track & Field Event,0.08,0.0,0.0,0.01,0.09,0.0
11032,GBA,2003,Action,THQ,Astro Boy: Omega Factor,0.06,0.02,0.0,0.0,0.09,0.0
11033,Wii,2010,Misc,Hudson Soft,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,0.0,0.0,0.09,0.0,0.09,0.0
11034,DS,2005,Role-Playing,Empire Interactive,Fullmetal Alchemist: Dual Sympathy,0.05,0.0,0.04,0.0,0.09,0.0
11035,3DS,2013,Misc,FuRyu,Cardfight!! Vanguard: Ride to Victory,0.0,0.0,0.09,0.0,0.09,0.0
11036,PS3,2010,Role-Playing,Nippon Ichi Software,Last Rebellion,0.06,0.01,0.01,0.01,0.09,0.0
11037,WiiU,2014,Adventure,Little Orbit,How to Train Your Dragon 2,0.04,0.05,0.0,0.01,0.09,0.0
11038,X360,2010,Shooter,Tecmo Koei,Quantum Theory,0.06,0.02,0.0,0.01,0.09,0.0
11039,PSP,2007,Sports,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu Portable 2,0.0,0.0,0.09,0.0,0.09,0.0
11040,DS,2007,Misc,Benesse,Reading Training,0.01,0.0,0.08,0.0,0.09,0.0
11041,PSP,2006,Misc,Sega,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,0.0,0.0,0.09,0.0,0.09,0.0
11042,X360,2010,Sports,Griffin International,Bass Pro Shops: The Hunt,0.08,0.0,0.0,0.01,0.09,0.0
11043,PS2,2005,Sports,Electronic Arts,Rugby 2005,0.04,0.03,0.0,0.01,0.09,0.0
11044,3DS,2011,Misc,Take-Two Interactive,Carnival Games: Wild West 3D,0.06,0.02,0.0,0.01,0.09,0.0
11045,DS,2007,Simulation,MTO,Ochaken no Heya DS 2,0.0,0.0,0.09,0.0,0.09,0.0
11046,PS3,2008,Platform,Sony Computer Entertainment,Ratchet & Clank Future: Quest for Booty,0.01,0.06,0.0,0.02,0.09,0.0
11047,N64,1998,Racing,Infogrames,V-Rally Edition 99,0.07,0.02,0.0,0.0,0.09,0.0
11048,N64,1996,Misc,Seta Corporation,Saikyou Habu Shogi,0.0,0.0,0.06,0.03,0.09,0.0
11049,SNES,1995,Platform,Konami Digital Entertainment,Castlevania Dracula X,0.03,0.01,0.05,0.0,0.09,0.0
11050,N64,1998,Misc,Electronic Arts,Golden Nugget 64,0.07,0.02,0.0,0.0,0.09,0.0
11051,N64,1998,Shooter,GT Interactive,Robotron 64,0.07,0.02,0.0,0.0,0.09,0.0
11052,N64,2000,Action,Ubisoft,Batman Beyond: Return of the Joker,0.07,0.02,0.0,0.0,0.09,0.0
11053,3DS,2013,Role-Playing,Nintendo,Inazuma Eleven 3,0.0,0.08,0.0,0.01,0.09,0.0
11054,Wii,2009,Racing,Valcon Games,Ski-Doo Snowmobile Challenge,0.08,0.0,0.0,0.01,0.09,0.0
11055,DS,2006,Role-Playing,Takara Tomy,Naruto RPG 3: Rejiuu vs Konoha Shoutai,0.0,0.0,0.09,0.0,0.09,0.0
11056,PS,1996,Action,Ocean,Tunnel B1,0.05,0.03,0.0,0.01,0.09,0.0
11057,GBA,2005,Platform,Activision,2-in-1 Game Pack: Spider-Man & Spider-Man 2,0.06,0.02,0.0,0.0,0.09,0.0
11058,PS3,2011,Sports,Deep Silver,Winter Stars,0.01,0.06,0.0,0.02,0.09,0.0
11059,Wii,2009,Sports,Majesco Entertainment,Go Play: City Sports,0.08,0.0,0.0,0.01,0.09,0.0
11060,PS,1997,Racing,Sony Computer Entertainment,Porsche Challenge,0.05,0.03,0.0,0.01,0.09,0.0
11061,SAT,1995,Fighting,Namco Bandai Games,Dragon Ball Z: Shin Butouden,0.0,0.0,0.09,0.0,0.09,0.0
11062,PSP,2007,Action,Ubisoft,Beowulf: The Game,0.08,0.0,0.0,0.01,0.09,0.0
11063,PSP,2005,Strategy,Banpresto,Super Robot Taisen MX Portable,0.0,0.0,0.09,0.0,0.09,0.0
11064,PSP,2009,Role-Playing,GungHo,Mimana Iyar Chronicle,0.07,0.0,0.01,0.01,0.09,0.0
